epoch,loss,accuracy
145,0.04696845872123975,0.9833333333333333
146,0.04684624044077411,0.9833333333333333
147,0.04672480513881423,0.9833333333333333
148,0.0466052552144038,0.9833333333333333
149,0.04648842292403503,0.9833333333333333
150,0.04637351656639957,0.9833333333333333
151,0.04625981338431299,0.9833333333333333
152,0.04614777226881139,0.9833333333333333
153,0.0460382517118404,0.9833333333333333
154,0.04594700471428048,0.9833333333333333
155,0.04585598816487512,0.9833333333333333
156,0.04576567624862663,0.9833333333333333
157,0.04567642017978511,0.9833333333333333
158,0.04558769651467096,0.9833333333333333
159,0.0454991840187618,0.9833333333333333
160,0.04541128376767748,0.9833333333333333
161,0.04532418617522157,0.9833333333333333
162,0.04523763659171078,0.9833333333333333
163,0.04515194841973938,0.9833333333333333
164,0.045066860135334466,0.9833333333333333
165,0.04498239643423623,0.9833333333333333
166,0.04489834107483048,0.9833333333333333
167,0.044814680097913,0.9833333333333333
168,0.044731658520117075,0.9833333333333333
169,0.04464921272325333,0.9833333333333333
170,0.04456709426964364,0.9833333333333333
171,0.04448575532054626,0.9833333333333333
172,0.044406816119012565,0.9833333333333333
173,0.0443300083800133,0.9833333333333333
174,0.044257832103125526,0.9833333333333333
175,0.044192733905056146,0.9833333333333333
176,0.044127035789384914,0.9833333333333333
177,0.0440608338526806,0.9833333333333333
178,0.043994369404082474,0.9833333333333333
179,0.04392792499685195,0.9833333333333333
180,0.04386164043765173,0.9833333333333333
181,0.043795623330863356,0.9833333333333333
182,0.04373374155600083,0.9833333333333333
183,0.04367581811424951,0.9833333333333333
184,0.04361763530252565,0.9833333333333333
185,0.043559141436897666,0.9833333333333333
186,0.04350039364994399,0.9833333333333333
187,0.043441410506028524,0.9833333333333333
188,0.04338664929973106,0.9833333333333333
189,0.04333419779998746,0.9833333333333333
190,0.04328167540802566,0.9833333333333333
191,0.043229266917553605,0.9833333333333333
192,0.043177158888162995,0.9833333333333333
193,0.04312573990250922,0.9833333333333333
194,0.04307648113872562,0.9833333333333333
195,0.04303071583904789,0.9833333333333333
196,0.04298390644142584,0.9833333333333333
197,0.04293851742655758,0.9833333333333333
198,0.04289497946857481,0.9833333333333333
199,0.04285158553140924,0.9833333333333333
200,0.04280838565996706,0.9833333333333333
201,0.042766847187721196,0.9833333333333333
202,0.042725978035389765,0.9833333333333333
203,0.04268595038018582,0.9833333333333333
204,0.04264727781869051,0.9833333333333333
205,0.04260882285381203,0.9833333333333333
206,0.04257057094487379,0.9833333333333333
207,0.0425348028671432,0.9833333333333333
208,0.04249820640898645,0.9833333333333333
209,0.04246231062584344,0.9833333333333333
210,0.042428075213887945,0.9833333333333333
211,0.04239394748174034,0.9833333333333333
212,0.04236002091474706,0.9833333333333333
213,0.042326312313343835,0.9833333333333333
214,0.04229507672375813,0.9833333333333333
215,0.04226290481084238,0.9833333333333333
216,0.04223073627100785,0.9833333333333333
217,0.04219944818437801,0.9833333333333333
218,0.0421682055792382,0.9833333333333333
219,0.04213707677916294,0.9833333333333333
220,0.04210608412957221,0.9833333333333333
221,0.04207528480754729,0.9833333333333333
222,0.042045936912366126,0.9833333333333333
223,0.042015650011734365,0.9833333333333333
224,0.04198670803969146,0.9833333333333333
225,0.041959053466543314,0.9833333333333333
226,0.04193144865583712,0.9833333333333333
227,0.041903916115088716,0.9833333333333333
228,0.041876504703279714,0.9833333333333333
229,0.04184922736802569,0.9833333333333333
230,0.04182221694974734,0.9833333333333333
231,0.041795469318764725,0.9833333333333333
232,0.04176894968617349,0.9833333333333333
233,0.04174650439333541,0.9833333333333333
234,0.041719996382168265,0.9833333333333333
235,0.04169369909453825,0.9833333333333333
236,0.041669735049332,0.9833333333333333
237,0.041645869401551065,0.9833333333333333
238,0.0416221090805824,0.9833333333333333
239,0.041598472519976344,0.9833333333333333
240,0.041574995606121566,0.9833333333333333
241,0.0415516937454014,0.9833333333333333
242,0.04152857147215007,0.9833333333333333
243,0.0415056489184805,0.9833333333333333
244,0.04148294238723667,0.9833333333333333
245,0.04146045149824232,0.9833333333333333
246,0.041438180329773776,0.9833333333333333
247,0.04141613956307873,0.9833333333333333
248,0.041394315345601194,0.9833333333333333
249,0.0413746003448794,0.9833333333333333
250,0.04135173832112963,0.9833333333333333
251,0.04133089831364785,0.9833333333333333
252,0.04131036034463212,0.9833333333333333
253,0.041290224288968856,0.9833333333333333
254,0.041270266245222585,0.9833333333333333
255,0.04125048963660006,0.9833333333333333
256,0.041230890638526176,0.9833333333333333
257,0.04121146770802607,0.9833333333333333
258,0.04119222159920512,0.9833333333333333
259,0.041172789219825374,0.9833333333333333
260,0.04115335418332327,0.9833333333333333
261,0.04113404974737629,0.9833333333333333
262,0.04111488091611012,0.9833333333333333
263,0.041095848532375426,0.9833333333333333
264,0.04107728545254214,0.9833333333333333
265,0.041058349387021575,0.9833333333333333
266,0.04103982442948037,0.9833333333333333
267,0.04102138155825109,0.9833333333333333
268,0.041003022318055624,0.9833333333333333
269,0.04098474791938782,0.9833333333333333
270,0.04096655923064044,0.9833333333333333
271,0.040948456639221816,0.9833333333333333
272,0.040930479414705366,0.9833333333333333
273,0.040912588834278625,0.9833333333333333
274,0.04089477529107873,0.9833333333333333
275,0.04087703037676928,0.9833333333333333
276,0.0408593487946513,0.9833333333333333
277,0.040841739119789965,0.9833333333333333
278,0.0408241992095344,0.9833333333333333
279,0.04080671960697362,0.9833333333333333
280,0.0407893076741287,0.9833333333333333
281,0.04077198805748376,0.9833333333333333
282,0.04075472216306573,0.9833333333333333
283,0.04073751164526271,0.9833333333333333
284,0.040720340191113175,0.9833333333333333
285,0.040703201627626834,0.9833333333333333
286,0.040686098517648144,0.9833333333333333
287,0.04066902012967098,0.9833333333333333
288,0.040651957281515806,0.9833333333333333
289,0.04063491091415909,0.9833333333333333
290,0.040617878774357775,0.9833333333333333
291,0.04060084749422222,0.9833333333333333
292,0.040583815551437516,0.9833333333333333
293,0.04056678833542615,0.9833333333333333
294,0.040549752039083994,0.9833333333333333
295,0.04053269384638834,0.9833333333333333
296,0.04051560512597503,0.9833333333333333
297,0.04049850239202925,0.9833333333333333
298,0.040481373985894284,0.9833333333333333
299,0.04046421854583172,0.9833333333333333
300,0.040447012156392494,0.9833333333333333
301,0.04042975818800319,0.9833333333333333
302,0.040412464165282685,0.9833333333333333
303,0.040395117438996216,0.9833333333333333
304,0.040377715865045745,0.9833333333333333
305,0.040360249479154356,0.9833333333333333
306,0.040342720568373375,0.9833333333333333
307,0.040325126624855025,0.9833333333333333
308,0.040307465891788165,0.9833333333333333
309,0.04028972994810346,0.9833333333333333
310,0.0402719140791903,0.9833333333333333
311,0.040254021290415706,0.9833333333333333
312,0.04023602433919929,0.9833333333333333
313,0.04021779574701451,0.9833333333333333
314,0.04019947225227431,0.9833333333333333
315,0.040181028936136516,0.9833333333333333
316,0.04016249190505115,0.9833333333333333
317,0.04014383854902517,0.9833333333333333
318,0.04012507098954254,0.9833333333333333
319,0.0401062005545963,0.9833333333333333
320,0.040087212152525385,0.9833333333333333
321,0.04006810439281181,0.9833333333333333
322,0.04004888689769575,0.9833333333333333
323,0.04002954955369125,0.9833333333333333
324,0.04001008911177833,0.9833333333333333
325,0.03999051259614648,0.9833333333333333
326,0.03997081269645145,0.9833333333333333
327,0.03995099849951176,0.9833333333333333
328,0.03993107771797792,0.9833333333333333
329,0.039911030800183545,0.9833333333333333
330,0.03989085526051149,0.9833333333333333
331,0.039870553042856964,0.9833333333333333
332,0.03985011966907108,0.9833333333333333
333,0.03982955164206596,0.9833333333333333
334,0.03980885001830134,0.9833333333333333
335,0.03978801212782321,0.9833333333333333
336,0.03976703539952322,0.9833333333333333
337,0.03974592009225078,0.9833333333333333
338,0.03972466302646563,0.9833333333333333
339,0.039703261672967186,0.9833333333333333
340,0.03968171580339251,0.9833333333333333
341,0.03966002266456919,0.9833333333333333
342,0.039638179848755235,0.9833333333333333
343,0.03961618651248423,0.9833333333333333
344,0.03959403989554007,0.9833333333333333
345,0.03957173759536561,0.9833333333333333
346,0.03954927843040002,0.9833333333333333
347,0.0395266597865804,0.9833333333333333
348,0.039503879294475616,0.9833333333333333
349,0.039480935318367306,0.9833333333333333
350,0.03945754343223469,0.9833333333333333
351,0.0394338861472074,0.9833333333333333
352,0.039410023243534105,0.9833333333333333
353,0.039385955781688686,0.9833333333333333
354,0.03936168446761406,0.9833333333333333
355,0.03933720972361124,0.9833333333333333
356,0.039312531998686555,0.9833333333333333
357,0.03928765055415292,0.9833333333333333
358,0.03926256480069915,0.9833333333333333
359,0.03923727380286675,0.9833333333333333
360,0.03921177652338789,0.9833333333333333
361,0.039186071698187226,0.9833333333333333
362,0.0391601577899617,0.9833333333333333
363,0.03913403320608654,0.9833333333333333
364,0.0391076961464185,0.9833333333333333
365,0.03908114456730631,0.9833333333333333
366,0.039054376313098826,0.9833333333333333
367,0.03902738900458532,0.9833333333333333
368,0.03900018008993944,0.9833333333333333
369,0.038972746938697136,0.9833333333333333
370,0.0389450867374631,0.9833333333333333
371,0.03891719654147261,0.9833333333333333
372,0.03888907331156138,0.9833333333333333
373,0.0388607138473874,0.9833333333333333
374,0.03883211484896006,0.9833333333333333
375,0.038803272926587765,0.9833333333333333
376,0.03877418454337541,0.9833333333333333
377,0.03874484606041486,0.9833333333333333
378,0.03871525373201024,0.9833333333333333
379,0.03868540369335742,0.9833333333333333
380,0.038655292011684356,0.9833333333333333
381,0.03862491466607461,0.9833333333333333
382,0.03859426753361803,0.9833333333333333
383,0.038563346419457016,0.9833333333333333
384,0.038532147032089716,0.9833333333333333
385,0.03850066498715501,0.9833333333333333
386,0.038468895840198615,0.9833333333333333
387,0.03843683506716814,0.9833333333333333
388,0.03840447805207807,0.9833333333333333
389,0.03837182010234251,0.9833333333333333
390,0.0383388564430385,0.9833333333333333
391,0.038305582235360874,0.9833333333333333
392,0.03827199257589113,0.9833333333333333
393,0.03823808248183851,0.9833333333333333
394,0.0382038469029043,0.9833333333333333
395,0.03816928072042661,0.9833333333333333
396,0.0381343788059912,0.9833333333333333
397,0.03809913588245516,0.9833333333333333
398,0.03806354663688292,0.9833333333333333
399,0.03802760570950235,0.9833333333333333
400,0.037991307685454494,0.9833333333333333
401,0.03795464709557964,0.9833333333333333
402,0.03791761842432297,0.9833333333333333
403,0.0378802161078474,0.9833333333333333
404,0.03784338109756733,0.9833333333333333
405,0.037806469496483044,0.9833333333333333
406,0.0377692773464131,0.9833333333333333
407,0.03773179726298665,0.9833333333333333
408,0.03769402304522481,0.9833333333333333
409,0.03765594837388864,0.9833333333333333
410,0.03761756513822021,0.9833333333333333
411,0.03757886620757681,0.9833333333333333
412,0.03753984368676163,0.9833333333333333
413,0.037500490036934765,0.9833333333333333
414,0.03746079910301385,0.9833333333333333
415,0.037420764190629376,0.9833333333333333
416,0.03738038868101196,0.9833333333333333
417,0.037339662728559465,0.9833333333333333
418,0.03729857506794506,0.9833333333333333
419,0.037257118904393684,0.9833333333333333
420,0.03721528671054594,0.9833333333333333
421,0.03717307158585193,0.9833333333333333
422,0.03713046612644315,0.9833333333333333
423,0.03708746335409461,0.9833333333333333
424,0.037044056637193415,0.9833333333333333
425,0.03700023893182776,0.9833333333333333
426,0.03695600351180676,0.9833333333333333
427,0.03691134322228467,0.9833333333333333
428,0.03686627742566624,0.9833333333333333
429,0.03682079784013075,0.9833333333333333
430,0.03677487750065933,0.9833333333333333
431,0.03672850723763201,0.9833333333333333
432,0.03668168114289515,0.9833333333333333
433,0.03663439244799104,0.9833333333333333
434,0.03658663357709965,0.9833333333333333
435,0.03653839918617109,0.9833333333333333
436,0.03648968161692358,0.9833333333333333
437,0.036440475129004286,0.9833333333333333
438,0.03639077354900051,0.9833333333333333
439,0.03634057021660874,0.9833333333333333
440,0.03628985987859831,0.9833333333333333
441,0.03623863590499072,0.9833333333333333
442,0.036186893064405326,0.9833333333333333
443,0.036134625872205034,0.9833333333333333
444,0.036081828748232486,0.9833333333333333
445,0.03603314631870316,0.9833333333333333
446,0.03599051361842047,0.9833333333333333
447,0.03594378334872862,0.9833333333333333
448,0.035893458068998275,0.9833333333333333
449,0.03584027765611781,0.9833333333333333
450,0.03587071945700041,0.9833333333333333
451,0.03583505924442623,0.9833333333333333
452,0.03573354643563341,0.9833333333333333
453,0.03573812346650405,0.9833333333333333
454,0.03573615033508771,0.9833333333333333
455,0.03572407319110899,0.9833333333333333
456,0.0356934190416384,0.9833333333333333
457,0.035655196587341835,0.9833333333333333
458,0.03560788221660313,0.9833333333333333
459,0.03556121800409446,0.9833333333333333
460,0.035515512156637064,0.9833333333333333
461,0.03546846055620332,0.9833333333333333
462,0.0354197908603672,0.9833333333333333
463,0.03545358349666118,0.9833333333333333
464,0.03540786993582655,0.9833333333333333
465,0.03529979474201401,0.9833333333333333
466,0.03528111521664211,0.9833333333333333
467,0.035263259675696594,0.9833333333333333
468,0.03523414833528211,0.9833333333333333
469,0.035192453382951946,0.9833333333333333
470,0.035140038148384616,0.9833333333333333
471,0.03517442291186913,0.9833333333333333
472,0.03513183079042951,0.9833333333333333
473,0.03504519144025023,0.9833333333333333
474,0.0350257011311749,0.9833333333333333
475,0.03500461649805846,0.9833333333333333
476,0.03497316552191195,0.9833333333333333
477,0.03493922436130776,0.9833333333333333
478,0.034899900355000124,0.9833333333333333
479,0.034866421905751115,0.9833333333333333
480,0.03483118367752623,0.9833333333333333
481,0.03480267797698276,0.9833333333333333
482,0.034768506617055,0.9833333333333333
483,0.03473020484241336,0.9833333333333333
484,0.034748002660343384,0.9833333333333333
485,0.03468292421884296,0.9833333333333333
486,0.034679991528948885,0.9833333333333333
487,0.03466934549185837,0.9833333333333333
488,0.03465439021009874,0.9833333333333333
489,0.034613333525439896,0.9833333333333333
490,0.0345808876169807,0.9833333333333333
491,0.03453295035896756,0.9833333333333333
492,0.03449812094136996,0.9833333333333333
493,0.034450144988928594,0.9833333333333333
494,0.03448722338672234,0.9833333333333333
495,0.03442442012721645,0.9833333333333333
496,0.034360054678636245,0.9833333333333333
497,0.03436391169988954,0.9833333333333333
498,0.03435249017540138,0.9833333333333333
499,0.034329923889160466,0.9833333333333333
500,0.03428645308505191,0.9833333333333333
